City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
248,Asfi,32.2994,-9.2372,61.84,81,43,19.53,MA,2021-03-05 15:38:10,scattered clouds
249,Montgomery,39.1501,-77.1997,34.0,37,1,19.57,US,2021-03-05 15:33:13,clear sky
250,Clearwater,27.9659,-82.8001,71.01,37,73,6.91,US,2021-03-05 15:36:53,broken clouds
251,Hokitika,-42.7167,170.9667,54.41,87,94,3.15,NZ,2021-03-05 15:38:11,overcast clouds
252,Ulaangom,49.9811,92.0667,6.15,88,30,5.93,MN,2021-03-05 15:38:11,scattered clouds
253,Boden,65.8252,21.6886,28.4,43,0,4.61,SE,2021-03-05 15:38:11,clear sky
254,Port Macquarie,-31.4333,152.9167,68.0,81,100,10.78,AU,2021-03-05 15:38:12,overcast clouds
255,Tynda,55.1667,124.7167,-24.47,82,0,2.59,RU,2021-03-05 15:38:12,clear sky
256,Bilibino,68.0546,166.4372,-21.33,83,100,1.28,RU,2021-03-05 15:38:12,overcast clouds
257,Glyadyanskoye,54.9075,65.0883,30.58,98,100,19.57,RU,2021-03-05 15:38:12,light snow
258,Gamboma,-1.8764,15.8644,88.48,49,71,4.5,CG,2021-03-05 15:38:13,broken clouds
259,Fallon,39.4735,-118.7774,26.6,68,75,5.79,US,2021-03-05 15:34:11,broken clouds
260,Khani,41.9563,42.9566,53.6,40,0,1.14,GE,2021-03-05 15:38:13,clear sky
261,Kaka,37.3482,59.6143,57.65,46,96,5.73,TM,2021-03-05 15:38:14,overcast clouds
262,Buta,2.7858,24.73,95.94,24,68,1.86,CD,2021-03-05 15:38:14,broken clouds
263,Binga,-17.6203,27.3414,79.75,62,0,0.72,ZW,2021-03-05 15:34:14,clear sky
264,Ambon,-3.6954,128.1814,80.6,78,40,2.3,ID,2021-03-05 15:38:14,scattered clouds
265,Thinadhoo,0.5333,72.9333,83.62,68,13,7.54,MV,2021-03-05 15:38:15,few clouds
266,College,64.8569,-147.8028,-0.99,76,20,1.54,US,2021-03-05 15:38:15,few clouds
267,Bredasdorp,-34.5322,20.0403,77.0,53,0,14.97,ZA,2021-03-05 15:38:15,clear sky
268,Hithadhoo,-0.6,73.0833,84.24,66,14,7.52,MV,2021-03-05 15:38:15,few clouds
269,Ayan,56.45,138.1667,-16.47,75,31,17.76,RU,2021-03-05 15:38:15,scattered clouds
270,Gorom-Gorom,14.4439,-0.2361,100.27,8,0,8.16,BF,2021-03-05 15:38:16,clear sky
271,Eureka,40.8021,-124.1637,53.6,62,90,17.27,US,2021-03-05 15:33:21,overcast clouds
272,Oranjemund,-28.55,16.4333,67.33,65,0,12.28,NA,2021-03-05 15:38:16,clear sky
273,Bonavista,48.6499,-53.1147,37.0,74,78,10.36,CA,2021-03-05 15:38:17,broken clouds
274,Rocky Mountain House,52.3668,-114.9188,21.2,93,100,1.14,CA,2021-03-05 15:38:17,overcast clouds
275,Kiomboi,-4.2667,34.3667,67.26,84,100,5.01,TZ,2021-03-05 15:38:18,light rain
276,Inhambane,-23.865,35.3833,84.2,70,40,5.75,MZ,2021-03-05 15:38:18,light rain
277,Jamame,0.0722,42.7506,78.37,70,25,13.69,SO,2021-03-05 15:38:18,scattered clouds
278,Samarai,-10.6167,150.6667,81.46,76,78,13.11,PG,2021-03-05 15:38:19,broken clouds
279,Dicabisagan,17.0818,122.4157,75.11,81,48,3.98,PH,2021-03-05 15:38:19,scattered clouds
280,Gimli,50.6336,-96.9907,19.4,73,98,6.91,CA,2021-03-05 15:38:19,overcast clouds
281,Maceio,-9.6658,-35.7353,84.2,65,75,4.61,BR,2021-03-05 15:38:20,broken clouds
282,Mogadishu,2.0371,45.3438,82.4,65,0,20.71,SO,2021-03-05 15:34:24,clear sky
283,Luanshya,-13.1367,28.4166,70.02,92,68,3.36,ZM,2021-03-05 15:38:21,light rain
284,Harper,4.375,-7.7169,83.57,74,16,11.88,LR,2021-03-05 15:33:26,few clouds
285,Mount Gambier,-37.8333,140.7667,55.4,67,90,11.5,AU,2021-03-05 15:38:21,overcast clouds
286,Markova,48.6758,24.4138,32.0,100,75,4.47,UA,2021-03-05 15:38:21,snow
287,La Rioja,42.25,-2.5,59.0,55,40,4.61,ES,2021-03-05 15:38:22,scattered clouds
288,Kismayo,-0.3582,42.5454,79.07,75,23,18.79,SO,2021-03-05 15:38:22,few clouds
289,Pacific Grove,36.6177,-121.9166,48.99,93,1,4.61,US,2021-03-05 15:33:33,clear sky
290,Fairbanks,64.8378,-147.7164,-0.99,76,75,1.21,US,2021-03-05 15:35:13,broken clouds
291,Belaya Gora,68.5333,146.4167,-14.12,88,100,24.05,RU,2021-03-05 15:38:23,light snow
292,Joensuu,62.6012,29.7632,21.2,63,0,9.22,FI,2021-03-05 15:38:23,clear sky
293,Hami,42.8,93.45,40.03,63,28,2.55,CN,2021-03-05 15:38:23,scattered clouds
294,Oktyabrskiy,54.4815,53.471,11.86,94,49,4.09,RU,2021-03-05 15:38:24,scattered clouds
295,Morant Bay,17.8815,-76.4093,84.0,65,20,10.36,JM,2021-03-05 15:38:24,few clouds
296,Constantine,36.365,6.6147,60.8,55,40,5.75,DZ,2021-03-05 15:36:36,scattered clouds
297,Port Lincoln,-34.7333,135.8667,61.05,76,100,16.71,AU,2021-03-05 15:38:25,heavy intensity rain
298,Flin Flon,54.7682,-101.865,21.2,73,90,8.05,CA,2021-03-05 15:38:25,overcast clouds
299,Saint-Pierre,-21.3393,55.4781,82.4,69,75,9.22,RE,2021-03-05 15:38:25,broken clouds
300,Margate,51.3813,1.3862,43.0,53,77,5.99,GB,2021-03-05 15:38:25,broken clouds
301,Panguipulli,-39.6333,-72.3333,71.6,53,0,3.44,CL,2021-03-05 15:38:26,clear sky
302,Bukachacha,52.9833,116.9167,-19.68,85,24,1.3,RU,2021-03-05 15:38:26,few clouds
303,Birjand,32.8663,59.2211,53.6,76,75,4.61,IR,2021-03-05 15:38:27,broken clouds
304,Belle Fourche,44.6714,-103.8522,50.0,34,1,3.44,US,2021-03-05 15:38:27,clear sky
305,Yar-Sale,66.8333,70.8333,10.31,96,97,1.59,RU,2021-03-05 15:38:27,overcast clouds
306,Jalu,29.0331,21.5482,71.89,20,0,11.36,LY,2021-03-05 15:38:28,clear sky
307,Severo-Yeniseyskiy,60.3725,93.0408,17.76,97,100,7.05,RU,2021-03-05 15:38:28,overcast clouds
308,Tateyama,34.9833,139.8667,53.6,100,75,1.68,JP,2021-03-05 15:37:06,mist
309,Pangnirtung,66.1451,-65.7125,6.8,56,75,14.97,CA,2021-03-05 15:38:29,snow
310,Ocos,14.5094,-92.1933,84.2,70,1,4.18,GT,2021-03-05 15:38:29,clear sky
311,Erenhot,43.6475,111.9767,11.23,82,0,10.04,CN,2021-03-05 15:38:29,clear sky
312,Staroaleyskoye,51.0061,82.0,20.05,95,19,10.29,RU,2021-03-05 15:38:30,few clouds
313,Luzhou,28.8724,105.4405,62.13,48,60,2.28,CN,2021-03-05 15:38:30,broken clouds
314,Saint Augustine,29.8947,-81.3145,66.0,63,1,10.36,US,2021-03-05 15:37:47,clear sky
315,Meiganga,6.5167,14.3,93.83,12,18,9.42,CM,2021-03-05 15:38:31,few clouds
316,Araouane,18.9048,-3.5265,91.15,11,0,7.34,ML,2021-03-05 15:38:31,clear sky
317,Trairi,-3.2778,-39.2689,88.05,58,59,14.85,BR,2021-03-05 15:38:31,moderate rain
318,Aklavik,68.2191,-135.0107,-18.4,76,1,10.36,CA,2021-03-05 15:38:31,clear sky
319,Conceicao Do Araguaia,-8.2578,-49.2647,82.4,78,75,8.05,BR,2021-03-05 15:38:32,broken clouds
320,Taltal,-25.4,-70.4833,72.75,61,0,5.73,CL,2021-03-05 15:38:32,clear sky
321,Salisbury,51.0693,-1.7957,44.01,52,75,14.97,GB,2021-03-05 15:38:33,broken clouds
322,Necochea,-38.5473,-58.7368,66.0,66,97,5.99,AR,2021-03-05 15:38:33,overcast clouds
323,Dubti,11.7361,41.0853,91.8,25,78,4.45,ET,2021-03-05 15:38:33,broken clouds
324,Sao Joao Da Barra,-21.6403,-41.0511,91.4,46,0,9.22,BR,2021-03-05 15:38:34,clear sky
325,Freeport,40.6576,-73.5832,32.0,31,1,10.36,US,2021-03-05 15:37:28,clear sky
326,Redmond,47.674,-122.1215,46.0,83,100,4.76,US,2021-03-05 15:34:48,overcast clouds
327,Saint-Francois,46.4154,3.9054,46.4,76,90,9.22,FR,2021-03-05 15:38:34,overcast clouds
328,Te Anau,-45.4167,167.7167,43.2,86,41,2.8,NZ,2021-03-05 15:38:35,scattered clouds
329,Zboriste,45.1458,16.0178,51.8,62,20,23.02,BA,2021-03-05 15:37:04,few clouds
330,Mahon,39.8885,4.2658,59.0,55,20,9.22,ES,2021-03-05 15:38:35,few clouds
331,Port-Gentil,-0.7193,8.7815,84.2,79,75,18.41,GA,2021-03-05 15:38:35,moderate rain
332,Pringsewu,-5.3582,104.9744,74.35,92,100,2.04,ID,2021-03-05 15:38:36,overcast clouds
333,Gouyave,12.1646,-61.7296,78.85,78,19,18.54,GD,2021-03-05 15:38:36,few clouds
334,Yerbogachen,61.2767,108.0108,5.5,94,100,9.1,RU,2021-03-05 15:38:36,overcast clouds
335,Sitka,57.0531,-135.33,42.8,61,90,16.11,US,2021-03-05 15:38:37,snow
336,Fukue,32.6881,128.8419,58.1,81,100,18.95,JP,2021-03-05 15:38:37,overcast clouds
337,Hasaki,35.7333,140.8333,51.8,100,90,3.44,JP,2021-03-05 15:38:37,moderate rain
338,Khrebtovaya,56.7032,104.2494,6.76,94,100,6.02,RU,2021-03-05 15:38:37,overcast clouds
339,Deer Lake,49.1667,-57.4316,24.8,63,90,16.11,CA,2021-03-05 15:38:38,light snow
340,Shenjiamen,29.9576,122.298,51.12,92,100,2.3,CN,2021-03-05 15:38:10,light rain
341,Almaznyy,48.0448,40.045,42.8,81,40,15.66,RU,2021-03-05 15:38:38,scattered clouds
342,Honningsvag,70.9821,25.9704,23.0,63,75,8.05,NO,2021-03-05 15:38:39,broken clouds
343,Camacha,33.0833,-16.3333,64.4,63,40,24.16,PT,2021-03-05 15:38:39,scattered clouds
344,Ko Samui,9.5357,99.9357,81.14,73,0,12.68,TH,2021-03-05 15:38:39,clear sky
345,Saint Anthony,45.0205,-93.218,39.0,65,90,4.61,US,2021-03-05 15:38:40,overcast clouds
346,Milkovo,54.7167,158.6167,9.19,94,82,1.21,RU,2021-03-05 15:38:40,broken clouds
347,Belyy Yar,53.6039,91.3903,28.4,54,0,13.42,RU,2021-03-05 15:38:41,clear sky
348,Mackay,-21.15,149.2,71.6,88,23,4.61,AU,2021-03-05 15:38:41,few clouds
349,Slyudyanka,51.6594,103.7061,11.07,87,69,3.09,RU,2021-03-05 15:38:41,broken clouds
350,Olinda,-8.0089,-34.8553,84.2,61,40,12.66,BR,2021-03-05 15:38:42,scattered clouds
351,Emerald,-23.5333,148.1667,78.8,50,40,4.61,AU,2021-03-05 15:38:42,scattered clouds
352,Akyab,20.15,92.9,73.89,81,0,5.73,MM,2021-03-05 15:38:43,clear sky
353,Nouadhibou,20.931,-17.0347,75.2,53,0,16.11,MR,2021-03-05 15:38:43,sand
354,Tongzi,28.7829,105.0877,62.38,45,87,2.75,CN,2021-03-05 15:38:44,overcast clouds
355,Biak,-0.9131,122.8766,76.87,81,100,7.87,ID,2021-03-05 15:38:44,light rain
356,Dingle,10.9995,122.6711,75.9,88,7,8.61,PH,2021-03-05 15:38:45,clear sky
357,Ondjiva,-17.0667,15.7333,91.4,27,40,2.3,AO,2021-03-05 15:38:45,scattered clouds
358,Khor,47.8861,134.9464,-11.97,87,21,10.16,RU,2021-03-05 15:38:45,few clouds
359,Gramado,-29.3786,-50.8739,66.0,95,70,4.21,BR,2021-03-05 15:38:46,broken clouds
360,Orbetello,42.4408,11.2196,51.8,100,90,8.05,IT,2021-03-05 15:38:46,fog
361,Laguna,38.421,-121.4238,46.99,81,1,4.61,US,2021-03-05 15:38:47,clear sky
362,Okhotsk,59.3833,143.3,-22.11,74,1,15.84,RU,2021-03-05 15:38:47,clear sky
363,Angoche,-16.2325,39.9086,79.88,87,98,5.66,MZ,2021-03-05 15:38:47,light rain
364,Prince Rupert,54.3161,-130.3201,41.0,80,1,5.75,CA,2021-03-05 15:35:59,clear sky
365,Roebourne,-20.7833,117.1333,81.61,62,0,11.52,AU,2021-03-05 15:38:48,light rain
366,Bubaque,11.2833,-15.8333,77.74,56,61,11.95,GW,2021-03-05 15:38:48,broken clouds
367,Avera,33.194,-82.5271,57.99,35,1,8.05,US,2021-03-05 15:38:48,clear sky
368,Juan Lacaze,-34.4342,-57.4381,73.0,73,75,16.11,UY,2021-03-05 15:38:48,light rain
369,Bulgan,48.8125,103.5347,15.44,79,0,3.36,MN,2021-03-05 15:38:48,clear sky
370,Marawi,7.9986,124.2928,77.0,90,15,5.99,PH,2021-03-05 15:38:49,few clouds
371,Nalut,30.3333,10.85,70.9,22,7,17.49,LY,2021-03-05 15:38:49,clear sky
372,Nome,64.5011,-165.4064,10.0,95,90,11.39,US,2021-03-05 15:38:49,overcast clouds
373,Asola,45.2211,10.4136,61.0,51,17,9.22,IT,2021-03-05 15:38:50,few clouds
374,Creston,41.0586,-94.3614,39.0,87,1,10.36,US,2021-03-05 15:38:50,clear sky
375,Tilichiki,60.4667,166.1,-25.73,87,70,3.85,RU,2021-03-05 15:38:50,broken clouds
376,Lasa,46.6166,10.7002,59.0,65,75,5.75,IT,2021-03-05 15:38:51,broken clouds
377,Husavik,66.0449,-17.3389,42.8,56,0,14.97,IS,2021-03-05 15:38:51,clear sky
378,Kroonstad,-27.6504,27.2349,84.99,29,32,6.76,ZA,2021-03-05 15:38:51,scattered clouds
379,Cacoal,-11.4386,-61.4472,77.47,91,100,5.21,BR,2021-03-05 15:38:52,overcast clouds
380,Caravelas,-17.7125,-39.2481,85.69,55,0,11.1,BR,2021-03-05 15:38:52,clear sky
381,Nizwa,22.9333,57.5333,79.21,20,8,4.63,OM,2021-03-05 15:38:52,clear sky
382,Bernal,-5.45,-80.75,83.84,52,100,2.95,PE,2021-03-05 15:38:53,overcast clouds
383,Kaoma,-14.7833,24.8,73.45,77,2,3.94,ZM,2021-03-05 15:38:54,light rain
384,Puerto Del Rosario,28.5004,-13.8627,73.4,53,75,18.41,ES,2021-03-05 15:38:54,broken clouds
385,Cururupu,-1.8283,-44.8683,88.2,56,87,6.85,BR,2021-03-05 15:38:54,overcast clouds
386,Dandong,40.1292,124.3947,23.59,79,4,19.53,CN,2021-03-05 15:38:54,clear sky
387,Porto Novo,6.4965,2.6036,89.6,70,20,17.27,BJ,2021-03-05 15:38:56,few clouds
388,Whitehorse,60.7161,-135.0538,10.4,92,90,4.61,CA,2021-03-05 15:35:17,overcast clouds
389,Dalian,38.9122,121.6022,24.8,42,40,17.9,CN,2021-03-05 15:38:56,scattered clouds
390,Luanda,-8.8368,13.2343,84.2,74,75,8.05,AO,2021-03-05 15:38:57,broken clouds
391,Zhangjiakou,40.81,114.8794,30.43,88,97,3.4,CN,2021-03-05 15:38:57,overcast clouds
392,Meadow Lake,34.8014,-106.5436,43.0,56,1,4.54,US,2021-03-05 15:38:57,clear sky
393,Altay,47.8667,88.1167,19.02,93,95,2.37,CN,2021-03-05 15:38:57,overcast clouds
394,Saurimo,-9.6608,20.3916,75.87,82,77,1.86,AO,2021-03-05 15:38:58,moderate rain
395,Nizhnevartovsk,60.9344,76.5531,21.2,93,90,6.71,RU,2021-03-05 15:38:58,overcast clouds
396,Murgab,37.4966,61.9714,59.0,44,90,6.91,TM,2021-03-05 15:38:58,overcast clouds
397,Honiara,-9.4333,159.95,78.13,84,99,2.17,SB,2021-03-05 15:38:59,light rain
398,Mount Isa,-20.7333,139.5,69.8,21,0,8.05,AU,2021-03-05 15:38:59,clear sky
399,Iwanai,42.9744,140.5089,30.11,97,99,14.5,JP,2021-03-05 15:38:59,light snow
400,Severo-Kurilsk,50.6789,156.125,33.76,92,98,14.72,RU,2021-03-05 15:38:59,overcast clouds
401,Chunskiy,56.0815,99.6342,9.18,95,99,3.36,RU,2021-03-05 15:39:00,overcast clouds
402,Tazmalt,36.3868,4.3989,63.93,50,31,4.59,DZ,2021-03-05 15:39:00,scattered clouds
403,San Miguel,13.4833,-88.1833,84.2,61,0,2.1,SV,2021-03-05 15:39:01,clear sky
404,Muriwai Beach,-36.8167,174.45,62.01,84,0,3.0,NZ,2021-03-05 15:35:01,clear sky
405,Ashland,40.8167,-82.2665,28.4,59,1,9.22,US,2021-03-05 15:39:01,clear sky
406,Mnogovershinnyy,53.9353,139.9242,-25.49,82,4,5.99,RU,2021-03-05 15:39:02,clear sky
407,Stokmarknes,68.5646,14.9108,33.8,100,90,8.05,NO,2021-03-05 15:39:02,light snow
408,Miri,4.4148,114.0089,80.6,94,40,3.44,MY,2021-03-05 15:39:03,scattered clouds
409,Luganville,-15.5333,167.1667,78.69,86,100,13.24,VU,2021-03-05 15:39:03,overcast clouds
410,Loa Janan,-0.583,117.095,74.46,94,100,2.08,ID,2021-03-05 15:39:04,overcast clouds
411,Jinxiang,27.4327,120.6062,54.66,86,97,7.7,CN,2021-03-05 15:39:04,light rain
412,Tolga,34.7222,5.3785,71.6,30,0,5.75,DZ,2021-03-05 15:34:17,clear sky
413,Xapuri,-10.6517,-68.5044,78.8,89,75,10.36,BR,2021-03-05 15:39:04,broken clouds
414,Konigs Wusterhausen,52.3014,13.633,42.01,36,0,10.36,DE,2021-03-05 15:39:05,clear sky
415,Paranhos,-23.8928,-55.4311,80.26,67,12,7.56,BR,2021-03-05 15:39:05,light rain
416,Champerico,14.3,-91.9167,82.4,47,0,3.49,GT,2021-03-05 15:39:05,clear sky
417,Cam Ranh,11.9214,109.1591,73.4,88,20,3.44,VN,2021-03-05 15:39:06,few clouds
418,Umm Lajj,25.0213,37.2685,73.89,40,0,22.08,SA,2021-03-05 15:39:06,clear sky
419,Piney Green,34.716,-77.3202,48.0,39,1,12.66,US,2021-03-05 15:39:06,clear sky
420,Volksrust,-27.3654,29.8818,66.88,64,48,5.86,ZA,2021-03-05 15:39:07,scattered clouds
421,Champasak,14.75,106.0,75.83,48,1,0.83,LA,2021-03-05 15:39:07,clear sky
422,San Patricio,28.017,-97.5169,68.0,88,90,1.32,US,2021-03-05 15:39:07,overcast clouds
423,Manuk Mangkaw,4.8,119.85,81.97,77,81,8.86,PH,2021-03-05 15:39:08,broken clouds
424,Caraballeda,10.6112,-66.8522,84.2,74,75,5.75,VE,2021-03-05 15:39:08,broken clouds
425,Dali,25.7,100.1833,45.97,63,8,7.85,CN,2021-03-05 15:39:09,clear sky
426,Goundi,9.3627,17.366,103.78,7,13,5.93,TD,2021-03-05 15:39:09,few clouds
427,Malatya,38.5,38.0,53.6,22,0,9.22,TR,2021-03-05 15:39:09,clear sky
428,Altea,38.5989,-0.0514,57.99,82,78,1.01,ES,2021-03-05 15:39:09,broken clouds
429,Marystown,47.1666,-55.1483,34.0,89,100,17.63,CA,2021-03-05 15:39:10,overcast clouds
430,Nabire,-3.3667,135.4833,75.51,91,100,1.66,ID,2021-03-05 15:39:10,moderate rain
431,Gornopravdinsk,60.05,69.9,17.69,97,100,3.87,RU,2021-03-05 15:39:11,overcast clouds
432,Tura,25.5198,90.2201,72.45,25,98,3.62,IN,2021-03-05 15:39:11,overcast clouds
433,Port Hardy,50.6996,-127.4199,42.8,93,90,16.11,CA,2021-03-05 15:39:11,moderate rain
434,Sosnovo-Ozerskoye,52.5249,111.5418,-7.08,88,44,3.78,RU,2021-03-05 15:39:12,scattered clouds
435,Khuzdar,27.7384,66.6434,71.46,22,0,5.26,PK,2021-03-05 15:39:12,clear sky
436,Tazovskiy,67.4667,78.7,6.3,95,100,11.7,RU,2021-03-05 15:39:13,overcast clouds
437,Kisangani,0.5167,25.2,91.4,49,75,4.61,CD,2021-03-05 15:39:13,broken clouds
438,North Bend,43.4065,-124.2243,48.99,93,90,13.8,US,2021-03-05 15:39:13,overcast clouds
439,Sete,43.4018,3.6966,60.8,63,0,10.36,FR,2021-03-05 15:39:14,clear sky
440,Ugoofaaru,5.6667,73.0,82.6,72,0,13.15,MV,2021-03-05 15:39:14,clear sky
441,Blind River,46.1834,-82.9582,24.8,58,1,20.71,CA,2021-03-05 15:39:14,clear sky
442,Mukhen,48.1,136.1,-8.66,87,97,7.92,RU,2021-03-05 15:39:14,overcast clouds
443,Geraldton,-28.7667,114.6,71.6,83,7,11.5,AU,2021-03-05 15:39:15,clear sky
444,Iranshahr,27.2025,60.6848,89.6,17,0,6.91,IR,2021-03-05 15:39:15,clear sky
445,Wright,45.1833,-93.9502,37.4,65,10,4.61,US,2021-03-05 15:39:15,clear sky
446,Koshurnikovo,54.1667,93.3,19.22,97,78,6.38,RU,2021-03-05 15:39:16,broken clouds
447,Ahuimanu,21.4447,-157.8378,68.0,83,90,18.41,US,2021-03-05 15:39:16,light rain
448,Kinshasa,-4.3246,15.3215,93.2,55,20,10.36,CD,2021-03-05 15:36:16,light rain
449,Melnikovo,56.5558,84.085,26.01,91,100,10.0,RU,2021-03-05 15:39:17,overcast clouds
450,Evensk,61.95,159.2333,-22.22,73,100,5.68,RU,2021-03-05 15:39:17,overcast clouds
451,Poso,-1.3959,120.7524,78.01,81,100,6.62,ID,2021-03-05 15:39:17,overcast clouds
452,Mayor Pablo Lagerenza,-19.9309,-60.7718,73.83,86,100,7.2,PY,2021-03-05 15:39:18,overcast clouds
453,Sechura,-5.5569,-80.8222,80.98,60,91,2.86,PE,2021-03-05 15:39:18,overcast clouds
454,Ankang,32.68,109.0172,56.5,55,99,15.35,CN,2021-03-05 15:39:18,overcast clouds
455,Arica,-18.475,-70.3042,78.8,53,0,9.22,CL,2021-03-05 15:39:19,clear sky
456,Pangkalanbuun,-2.6833,111.6167,75.49,90,95,1.19,ID,2021-03-05 15:39:19,light rain
457,Plesetsk,62.708,40.2916,4.87,95,99,3.78,RU,2021-03-05 15:39:20,overcast clouds
458,Havelock,34.8791,-76.9013,45.0,33,1,12.66,US,2021-03-05 15:36:31,clear sky
459,Khalkhal,37.6189,48.5258,31.53,97,100,1.99,IR,2021-03-05 15:39:20,light snow
460,Clyde River,70.4692,-68.5914,-18.4,69,1,17.27,CA,2021-03-05 15:39:20,clear sky
461,Shelburne,44.0787,-80.2041,24.01,64,1,18.3,CA,2021-03-05 15:39:21,clear sky
462,Ust-Nera,64.5667,143.2,-29.52,74,100,7.02,RU,2021-03-05 15:39:21,overcast clouds
463,Neiafu,-18.65,-173.9833,71.6,100,75,2.91,TO,2021-03-05 15:39:21,broken clouds
464,Zaltan,32.947,11.8665,67.91,37,0,13.96,LY,2021-03-05 15:39:22,clear sky
465,Batagay-Alyta,67.8006,130.4114,-26.52,72,0,3.13,RU,2021-03-05 15:39:22,clear sky
466,Tarko-Sale,64.9225,77.785,12.45,97,97,4.5,RU,2021-03-05 15:39:22,overcast clouds
467,Luau,-10.7073,22.2247,73.26,89,94,2.64,AO,2021-03-05 15:39:23,light rain
468,Goderich,43.7501,-81.7165,26.6,74,100,20.71,CA,2021-03-05 15:39:23,light snow
469,Nishihara,26.1842,127.7558,64.4,67,40,3.44,JP,2021-03-05 15:39:23,scattered clouds
470,Dyatkovo,53.5978,34.3382,30.2,64,75,6.71,RU,2021-03-05 15:37:25,light snow
471,Itarema,-2.9248,-39.9167,85.26,68,61,14.29,BR,2021-03-05 15:39:24,heavy intensity rain
472,Ambilobe,-13.2,49.05,76.35,92,81,2.62,MG,2021-03-05 15:39:24,broken clouds
473,Werda,-25.2667,23.2833,87.73,23,55,5.21,BW,2021-03-05 15:39:24,broken clouds
474,Tainan,22.9908,120.2133,69.01,77,75,2.3,TW,2021-03-05 15:39:25,mist
475,Teacapan,22.55,-105.75,74.77,45,100,1.34,MX,2021-03-05 15:39:25,overcast clouds
476,Ixtapa,20.7,-105.2,64.4,77,1,4.61,MX,2021-03-05 15:39:25,clear sky
477,Pangai,-19.8,-174.35,80.01,78,99,5.1,TO,2021-03-05 15:39:26,overcast clouds
478,Labuhan,-6.8844,112.2051,79.5,82,100,5.77,ID,2021-03-05 15:39:26,overcast clouds
479,Lentekhi,42.7856,42.7261,33.19,83,27,3.71,GE,2021-03-05 15:39:26,scattered clouds
480,Mecca,21.4267,39.8261,78.73,38,0,10.09,SA,2021-03-05 15:39:27,clear sky
481,Chokwe,-24.5333,32.9833,79.03,75,0,11.01,MZ,2021-03-05 15:39:27,clear sky
482,Kurchum,48.5722,83.6542,17.89,97,80,5.82,KZ,2021-03-05 15:39:27,broken clouds
483,Ovre Ardal,61.3167,7.8,32.0,80,75,11.5,NO,2021-03-05 15:39:27,light snow
484,Manzhouli,49.6,117.4333,-12.86,79,0,4.34,CN,2021-03-05 15:39:28,clear sky
485,Numaligarh,26.6333,93.75,69.08,49,53,6.6,IN,2021-03-05 15:39:28,broken clouds
486,Bosaso,11.2842,49.1816,80.6,78,20,8.05,SO,2021-03-05 15:39:28,few clouds
487,Bassar,9.25,0.7833,98.6,34,75,3.76,TG,2021-03-05 15:39:28,broken clouds
488,Karatuzskoye,53.6072,92.8667,25.41,95,90,9.62,RU,2021-03-05 15:39:29,overcast clouds
489,Elhovo,42.1667,26.5667,66.2,27,20,6.91,BG,2021-03-05 15:39:29,few clouds
490,Dumai,1.6833,101.45,77.38,80,96,3.09,ID,2021-03-05 15:35:22,overcast clouds
491,Harman,45.7167,25.6833,30.99,86,89,38.99,RO,2021-03-05 15:39:30,overcast clouds
492,Rieti,42.4072,12.8592,55.4,50,0,4.61,IT,2021-03-05 15:39:30,clear sky
493,Orange Cove,36.6244,-119.3137,42.8,93,1,3.44,US,2021-03-05 15:39:30,clear sky
494,Coquimbo,-29.9533,-71.3436,64.4,82,90,4.61,CL,2021-03-05 15:39:30,overcast clouds
495,Lashio,22.9333,97.75,60.03,34,0,2.59,MM,2021-03-05 15:39:31,clear sky
496,Adrar,20.5022,-10.0711,90.32,10,0,5.32,MR,2021-03-05 15:39:31,clear sky
497,Zhigansk,66.7697,123.3711,-36.0,83,1,4.0,RU,2021-03-05 15:39:32,clear sky
498,Paamiut,61.994,-49.6678,31.89,98,99,5.59,GL,2021-03-05 15:39:32,overcast clouds
499,Nelson Bay,-32.7167,152.15,68.0,88,90,12.66,AU,2021-03-05 15:39:32,overcast clouds
500,Russell,32.3502,-85.1999,62.01,54,1,4.61,US,2021-03-05 15:39:33,clear sky
501,Morondava,-20.2833,44.2833,78.08,83,100,13.15,MG,2021-03-05 15:39:33,overcast clouds
502,Penarroya-Pueblonuevo,38.3,-5.2667,57.2,77,20,13.8,ES,2021-03-05 15:39:33,few clouds
503,Andra,62.5147,65.8878,4.82,95,69,2.33,RU,2021-03-05 15:39:34,broken clouds
504,Broome,42.2506,-75.833,23.0,49,1,17.27,US,2021-03-05 15:39:34,clear sky
505,Lae,-6.7221,146.9847,76.26,87,100,12.08,PG,2021-03-05 15:39:34,overcast clouds
506,Atherton,53.5237,-2.4935,45.0,50,78,1.99,GB,2021-03-05 15:39:35,broken clouds
507,Gamba,-2.65,10.0,81.88,81,95,10.18,GA,2021-03-05 15:39:35,overcast clouds
508,Anadyr,64.75,177.4833,-11.2,77,75,6.71,RU,2021-03-05 15:39:36,light snow
509,Manali,13.1667,80.2667,80.6,69,20,6.91,IN,2021-03-05 15:39:36,few clouds
510,Puerto Baquerizo Moreno,-0.9,-89.6,82.4,89,20,5.75,EC,2021-03-05 15:39:36,few clouds
511,Port-Cartier,50.0334,-66.8654,24.01,58,90,13.8,CA,2021-03-05 15:39:36,overcast clouds
512,Dutse,11.7594,9.3392,97.38,9,0,9.69,NG,2021-03-05 15:39:37,clear sky
513,Nyurba,63.2842,118.3319,-19.25,87,20,4.09,RU,2021-03-05 15:39:37,few clouds
