City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
66,Maldonado,-34.6667,-54.9167,73.99,88,40,13.8,UY,2021-03-03 23:01:18
67,Pevek,69.7008,170.3133,-0.51,82,100,1.81,RU,2021-03-03 23:01:18
68,Atuona,-9.8,-139.0333,79.72,70,0,9.35,PF,2021-03-03 23:01:19
69,Ugoofaaru,5.6667,73.0,82.26,67,2,9.8,MV,2021-03-03 23:01:19
70,Venustiano Carranza,19.43,-99.0992,80.6,17,20,9.22,MX,2021-03-03 23:01:20
71,Caravelas,-17.7125,-39.2481,76.17,83,19,5.41,BR,2021-03-03 23:01:20
72,Eureka,40.8021,-124.1637,54.0,74,25,7.0,US,2021-03-03 22:57:58
73,New Norfolk,-42.7826,147.0587,66.99,60,94,5.99,AU,2021-03-03 23:01:21
74,Bonthe,7.5264,-12.505,79.02,88,60,5.66,SL,2021-03-03 23:01:21
75,Esperance,-33.8667,121.9,64.4,82,75,11.5,AU,2021-03-03 23:01:21
76,Airai,-8.9266,125.4092,64.08,82,94,0.94,TL,2021-03-03 23:01:22
77,Banda Aceh,5.5577,95.3222,77.97,81,46,9.75,ID,2021-03-03 23:01:22
78,Acari,-15.4311,-74.6158,77.22,63,66,6.04,PE,2021-03-03 23:01:23
79,Puerto Ayora,-0.7393,-90.3518,82.4,78,75,8.05,EC,2021-03-03 23:00:15
80,Pacific Grove,36.6177,-121.9166,61.0,59,1,13.8,US,2021-03-03 23:01:23
81,Westport,41.1415,-73.3579,50.0,37,1,8.05,US,2021-03-03 23:01:24
82,Codrington,-38.2667,141.9667,59.88,73,55,13.65,AU,2021-03-03 23:01:24
83,Ponta Do Sol,32.6667,-17.1,57.0,68,76,3.0,PT,2021-03-03 23:01:24
84,Mae Ramat,16.984,98.5166,67.42,65,0,1.07,TH,2021-03-03 23:01:24
85,Port Elizabeth,-33.918,25.5701,68.0,88,90,12.66,ZA,2021-03-03 23:01:25
86,Vanavara,60.34,102.2797,-34.74,82,0,2.26,RU,2021-03-03 23:01:25
87,Katsuura,35.1333,140.3,44.01,65,40,9.22,JP,2021-03-03 23:01:01
88,Caacupe,-25.3833,-57.15,78.8,83,90,9.22,PY,2021-03-03 22:59:09
89,Georgetown,5.4112,100.3354,78.8,94,20,4.88,MY,2021-03-03 23:01:26
90,Rawson,-43.3002,-65.1023,65.46,85,100,8.81,AR,2021-03-03 23:01:26
91,Nikel,69.4128,30.222,24.8,80,40,14.97,RU,2021-03-03 23:01:26
92,Makamba,-4.1348,29.804,61.97,88,100,3.04,BI,2021-03-03 23:01:27
93,Rumphi,-11.0186,33.8575,66.27,91,100,2.84,MW,2021-03-03 23:01:27
94,Adre,13.4667,22.2,69.3,12,84,19.95,TD,2021-03-03 23:01:27
95,Souillac,-20.5167,57.5167,77.0,83,40,3.44,MU,2021-03-03 23:01:28
96,Norman Wells,65.282,-126.8329,-11.2,64,40,2.98,CA,2021-03-03 23:01:28
97,Faanui,-16.4833,-151.75,83.44,67,100,4.03,PF,2021-03-03 23:01:28
98,Hithadhoo,-0.6,73.0833,82.83,63,85,9.48,MV,2021-03-03 23:01:29
99,Ronneby,56.21,15.276,32.0,93,90,6.91,SE,2021-03-03 23:01:29
100,Bengkulu,-3.8004,102.2655,76.35,82,99,4.27,ID,2021-03-03 23:01:30
101,Altamira,-3.2033,-52.2064,73.87,95,100,1.59,BR,2021-03-03 23:01:30
102,Chokurdakh,70.6333,147.9167,-24.11,87,100,8.25,RU,2021-03-03 23:01:30
103,Chapais,49.7834,-74.8492,5.0,61,1,12.66,CA,2021-03-03 23:01:31
104,Toora-Khem,52.4675,96.11,-1.66,89,39,1.41,RU,2021-03-03 23:01:31
105,Komsomolskiy,40.4272,71.7189,46.4,57,75,6.91,UZ,2021-03-03 23:01:31
106,Port Lincoln,-34.7333,135.8667,62.33,74,16,13.18,AU,2021-03-03 23:01:32
107,Creel,27.75,-107.6333,62.47,30,4,18.23,MX,2021-03-03 23:01:32
108,Zaragoza,41.6561,-0.8773,53.01,87,20,3.44,ES,2021-03-03 22:59:54
109,Luganville,-15.5333,167.1667,76.98,92,100,18.12,VU,2021-03-03 23:01:33
110,San Rafael,-34.6177,-68.3301,85.05,30,5,11.61,AR,2021-03-03 23:00:45
