City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
367,Avera,US,57.99,clear sky,33.194,-82.5271,
368,Juan Lacaze,UY,73.0,light rain,-34.4342,-57.4381,Posada Agreste
370,Marawi,PH,77.0,few clouds,7.9986,124.2928,Derogongan Residence
371,Nalut,LY,70.9,clear sky,30.3333,10.85,
373,Asola,IT,61.0,few clouds,45.2211,10.4136,Guest House Località Sorbara
376,Lasa,IT,59.0,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
378,Kroonstad,ZA,84.99,scattered clouds,-27.6504,27.2349,Travel Inn Kroonstad
379,Cacoal,BR,77.47,overcast clouds,-11.4386,-61.4472,Hotel BR 364
380,Caravelas,BR,85.69,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
381,Nizwa,OM,79.21,clear sky,22.9333,57.5333,Orient Apartments
382,Bernal,PE,83.84,overcast clouds,-5.45,-80.75,Plaza de Armas Bellavista de La Unión
383,Kaoma,ZM,73.45,light rain,-14.7833,24.8,KAOMA AIRPORT
384,Puerto Del Rosario,ES,73.4,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
385,Cururupu,BR,88.2,overcast clouds,-1.8283,-44.8683,Pousada Través'cia
387,Porto Novo,BJ,89.6,few clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
390,Luanda,AO,84.2,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
394,Saurimo,AO,75.87,moderate rain,-9.6608,20.3916,Hotel Kawissa Saurimo
396,Murgab,TM,59.0,overcast clouds,37.4966,61.9714,
397,Honiara,SB,78.13,light rain,-9.4333,159.95,Heritage Park Hotel
398,Mount Isa,AU,69.8,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
402,Tazmalt,DZ,63.93,scattered clouds,36.3868,4.3989,Hôtel Numédia
403,San Miguel,SV,84.2,clear sky,13.4833,-88.1833,Hotel Tropico Inn San Miguel
404,Muriwai Beach,NZ,62.01,clear sky,-36.8167,174.45,Coast Retreat Muriwai - Golf and Surf Holiday
408,Miri,MY,80.6,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
409,Luganville,VU,78.69,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
410,Loa Janan,ID,74.46,overcast clouds,-0.583,117.095,Pondok hijau 2A
412,Tolga,DZ,71.6,clear sky,34.7222,5.3785,مشغل جويدة للخياطة
413,Xapuri,BR,78.8,broken clouds,-10.6517,-68.5044,Restaurante Viana
415,Paranhos,BR,80.26,light rain,-23.8928,-55.4311,Hotel Saron
416,Champerico,GT,82.4,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
417,Cam Ranh,VN,73.4,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
418,Umm Lajj,SA,73.89,clear sky,25.0213,37.2685,Moon light Furnished Units
420,Volksrust,ZA,66.88,scattered clouds,-27.3654,29.8818,Kwa-Dlamathe Guesthouse
421,Champasak,LA,75.83,clear sky,14.75,106.0,Kiat Ngong Wetland BUNGALOW
422,San Patricio,US,68.0,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
423,Manuk Mangkaw,PH,81.97,broken clouds,4.8,119.85,
424,Caraballeda,VE,84.2,broken clouds,10.6112,-66.8522,Hotel 15 Letras
426,Goundi,TD,103.78,few clouds,9.3627,17.366,
428,Altea,ES,57.99,broken clouds,38.5989,-0.0514,Albir Playa Hotel & Spa
430,Nabire,ID,75.51,moderate rain,-3.3667,135.4833,Hotel Nusantara Nabire
432,Tura,IN,72.45,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
435,Khuzdar,PK,71.46,clear sky,27.7384,66.6434,jhalwan Rent A Car Moola Chotok Boking Office
437,Kisangani,CD,91.4,broken clouds,0.5167,25.2,Grand Ramela Hotel
439,Sete,FR,60.8,clear sky,43.4018,3.6966,Hotel De Paris Sète
440,Ugoofaaru,MV,82.6,clear sky,5.6667,73.0,Ungoofaaru Inn
443,Geraldton,AU,71.6,clear sky,-28.7667,114.6,Broadwater Mariner Resort
444,Iranshahr,IR,89.6,clear sky,27.2025,60.6848,نیک سرشت
447,Ahuimanu,US,68.0,light rain,21.4447,-157.8378,Paradise Bay Resort
448,Kinshasa,CD,93.2,light rain,-4.3246,15.3215,Star Hotel II
451,Poso,ID,78.01,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
452,Mayor Pablo Lagerenza,PY,73.83,overcast clouds,-19.9309,-60.7718,
453,Sechura,PE,80.98,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
454,Ankang,CN,56.5,overcast clouds,32.68,109.0172,安琪酒店
455,Arica,CL,78.8,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
456,Pangkalanbuun,ID,75.49,light rain,-2.6833,111.6167,Grand Kecubung Hotel
463,Neiafu,TO,71.6,broken clouds,-18.65,-173.9833,Mystic Sands
464,Zaltan,LY,67.91,clear sky,32.946999999999996,11.8665,زلطن الشرقية
467,Luau,AO,73.26,light rain,-10.7073,22.2247,Casa- Bernardo Cândido
469,Nishihara,JP,64.4,scattered clouds,26.1842,127.7558,Minshuku Agaihama
471,Itarema,BR,85.26,heavy intensity rain,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
472,Ambilobe,MG,76.35,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
473,Werda,BW,87.73,broken clouds,-25.2667,23.2833,
474,Tainan,TW,69.01,mist,22.9908,120.2133,Tie Dao Hotel
475,Teacapan,MX,74.77,overcast clouds,22.55,-105.75,Hotel los Mangos
476,Ixtapa,MX,64.4,clear sky,20.7,-105.2,Hotel Plaza Providencia
477,Pangai,TO,80.01,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
478,Labuhan,ID,79.5,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
480,Mecca,SA,78.73,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
481,Chokwe,MZ,79.03,clear sky,-24.5333,32.9833,Complexo Sonho Real
485,Numaligarh,IN,69.08,broken clouds,26.6333,93.75,Mumai Hotel
486,Bosaso,SO,80.6,few clouds,11.2842,49.1816,Red Sea Hotel
487,Bassar,TG,98.6,broken clouds,9.25,0.7833,RGG
489,Elhovo,BG,66.2,few clouds,42.1667,26.5667,Slavey Homestay
490,Dumai,ID,77.38,overcast clouds,1.6833,101.45,Grand Zuri Dumai
492,Rieti,IT,55.4,clear sky,42.4072,12.8592,Hotel Miramonti
494,Coquimbo,CL,64.4,overcast clouds,-29.9533,-71.3436,Punto de encuentro
495,Lashio,MM,60.03,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
496,Adrar,MR,90.32,clear sky,20.5022,-10.0711,
499,Nelson Bay,AU,68.0,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
500,Russell,US,62.01,clear sky,32.3502,-85.1999,Macs
501,Morondava,MG,78.08,overcast clouds,-20.2833,44.2833,La Case Bambou
502,Penarroya-Pueblonuevo,ES,57.2,few clouds,38.3,-5.2667,Casa Rural Los Miraderos De Cristina
505,Lae,PG,76.26,overcast clouds,-6.7221,146.9847,Phils Hotel
507,Gamba,GA,81.88,overcast clouds,-2.65,10.0,
509,Manali,IN,80.6,few clouds,13.1667,80.2667,Sarathy Lodge
510,Puerto Baquerizo Moreno,EC,82.4,few clouds,-0.9,-89.6,Hotel los Algarrobos
